"SSN","Site","Cluster","Plot","Depth","Longitude","Latitude","SSN.XRPD","Quartz","Kaolinite","Goethite","K-feldspar","Plagioclase","Smectite (ML)","Organic matter","Halloysite","Mica (Tri)","Gibbsite","Ferrihydrite","Illite","Opal","Glass","Pyroxene","Ilmenite","Amphibole","Hematite","Maghemite","Vermiculite","Dickite","Muscovite","Mica (Di)","Magnetite","Calcite","Magnesite","Rutile","Smectite (Di)","Anatase","Olivine","Anhydrite","Apatite","Ankerite","Glauconite","Corundum","Palygorskite","Humic","Bassanite","Dolomite","Gypsum","Cristobalite","Siderite","Background"
"icr072365","Sanza Pompo",7,1,"Topsoil",15.71909667,-7.340811667,"icr072365",66.4402,12.9442,2.9082,0,0,0,0.2092,0,0,6.402,2.03,4.7853,2.2959,0,0,0,0,1.6842,0,0,0,0,0,0,0,0,0,0,0.2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr072366","Sanza Pompo",7,1,"Subsoil",15.71909667,-7.340811667,"icr072366",61.0229,12.165,3.6752,0,0,0,0,2.245,2.9988,7.0887,0,6.4337,2.037,0,0,0,0,1.9668,0,0,0,0,0,0,0,0,0,0,0.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr072425","Sanza Pompo",10,1,"Topsoil",15.73790167,-7.361311667,"icr072425",83.6336,7.3599,2.3396,0,0,0,0,0,2.5507,0.7692,3.2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1407,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr072426","Sanza Pompo",10,1,"Subsoil",15.73790167,-7.361311667,"icr072426",81.2289,6.7604,3.5016,0,0,0.9108,0,0,5.137,0.767,1.5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr072596","Mucope",1,1,"Topsoil",14.883505,-16.26941333,"icr072596",89.576,0,0,1.736,0,0,2.1175,0,3.525,0,3.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr072597","Mucope",1,1,"Subsoil",14.883505,-16.26941333,"icr072597",90.5736,2.4091,0,1.4862,0,1.9632,0.5723,0,1.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6216,0,0,0,0,0,0
"icr072716","Mucope",7,1,"Topsoil",14.89889,-16.225095,"icr072716",92.9328,4.8175,0,0.7768,0,0,0.8558,0,0.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr072717","Mucope",7,1,"Subsoil",14.89889,-16.225095,"icr072717",91.7136,5.6769,0,0,0,0,0,0,2.0392,0,0.5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr072756","Mucope",9,1,"Topsoil",14.930115,-16.26354667,"icr072756",93.1534,4.8198,0,0,0,0,0,0,0.8802,0,1.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr072757","Mucope",9,1,"Subsoil",14.930115,-16.26354667,"icr072757",88.8591,7.5347,0,0,0,0,0,0,2.8608,0,0.7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr072816","Mucope",12,1,"Topsoil",14.92257333,-16.203565,"icr072816",91.4939,3.1032,0,1.7538,0,0,1.0661,0,0.5622,0,2.0206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr072817","Mucope",12,1,"Subsoil",14.92257333,-16.203565,"icr072817",92.5741,2.3723,0,1.5197,0,1.7328,0.5788,0,1.2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr072836","Mucope",13,1,"Topsoil",14.958435,-16.268775,"icr072836",95.395,0,0,1.6746,0,2.3536,0,0,0.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr072837","Mucope",13,1,"Subsoil",14.958435,-16.268775,"icr072837",93.0823,0,0,1.646,0,3.7876,0,0,1.4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr072896","Mucope",16,1,"Topsoil",14.95128667,-16.20006,"icr072896",94.7484,0,0,0,0,0,0,0,3.2655,0,1.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr072897","Mucope",16,1,"Subsoil",14.95128667,-16.20006,"icr072897",89.9438,5.6061,0,0,0,0,0,0,1.7531,0,2.2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr072968","Bimbe",2,1,"Topsoil",15.87774167,-11.75044833,"icr072968",75.8462,12.7829,2.3788,0,0,0,1.3939,0,1.3811,1.1024,2.0051,0,0,0,0,0,0,0,0,0,0,0,3.1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr072969","Bimbe",2,1,"Subsoil",15.87774167,-11.75044833,"icr072969",59.4376,22.1885,4.9597,0,0,0,0,0,0,3.2097,3.2309,0,1.9788,0,0,0,0,0,0,0,0,3.073,1.9214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr073068","Bimbe",7,1,"Topsoil",15.90537,-11.72861167,"icr073068",70.0687,12.736,5.4428,0,0,0,2.6107,0,6.9884,0.5404,0,0,0,0,0,0.7892,0,0.6575,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04
"icr073069","Bimbe",7,1,"Subsoil",15.90537,-11.72861167,"icr073069",75.2173,13.0432,3.441,0,0,0,3.0904,0,1.1511,0.5133,2.0737,0,0,0,0,0.7547,0,0.4781,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04
"icr073148","Bimbe",11,1,"Topsoil",15.92955167,-11.72815,"icr073148",69.2081,15.0321,4.9445,0,0,0,2.0441,0,4.4003,3.2993,0,0,0,0,0,1.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04
"icr073149","Bimbe",11,1,"Subsoil",15.92955167,-11.72815,"icr073149",60.9206,14.6764,5.3801,0,0,0,3.7858,0,4.7585,4.9958,2.6964,0,0.6016,0,0,0.937,0,0,0,0,1.2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr073168","Bimbe",12,1,"Topsoil",15.92522667,-11.70322333,"icr073168",67.6752,9.1972,8.7953,0,0,0,2.5183,0,1.5292,1.1613,2.1396,2.6987,1.9126,0,0,1.6109,0,0.6061,0,0,0,0,0,0,0,0,0,0,0.1551,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04
"icr073169","Bimbe",12,1,"Subsoil",15.92522667,-11.70322333,"icr073169",57.2696,5.6935,15.4088,0,0,0,0,5.408,0,1.8046,5.1807,3.1121,2.0989,0,0,1.1281,0,0,0,0,2.2241,0,0,0,0,0,0.3649,0,0.3058,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04
"icr073228","Bimbe",15,1,"Topsoil",15.94343,-11.72477,"icr073228",42.4911,16.6059,8.9713,11.8428,0.5238,0,0,3.78,8.0585,3.6969,0,0,1.6888,0,0,0,0,1.3812,0,0,0,0,0,0.7237,0,0,0,0,0.2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012
"icr073229","Bimbe",15,1,"Subsoil",15.94343,-11.72477,"icr073229",30.5507,19.621,10.4232,12.8653,0.5817,0,0,3.4008,10.5646,5.2777,0,0,2.0386,0,0,0,0,1.4748,0,0,1.6284,0,0,0.7486,0,0.5585,0,0,0.2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014
"icr073300","Luimbale",1,1,"Topsoil",15.14388333,-12.35919,"icr073300",43.8992,23.6287,9.308,0,0,0,0,0,3.5257,11.6325,0,0,3.975,0,0,0,0.8138,2.3729,0,0,0,0,0,0,0,0,0.4939,0,0.3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
"icr073301","Luimbale",1,1,"Subsoil",15.14388333,-12.35919,"icr073301",46.0524,20.3727,8.79,0,0,0,0,0,8.3498,8.6635,0,0,3.6046,0,0,0,0,2.3815,0,0,1.465,0,0,0,0,0,0,0,0.3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017
"icr073379","Luimbale",5,1,"Topsoil",15.16175667,-12.3554,"icr073379",55.1941,23.0642,7.7048,0,0,0,0,0,0,8.9977,0,0,3.7815,0,0,0,0,0.9503,0,0,0,0,0,0,0,0,0,0,0.3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr073380","Luimbale",5,1,"Subsoil",15.16175667,-12.3554,"icr073380",47.7871,15.3232,2.8522,24.6316,3.4009,0,0,0,0,0.5837,0,0,0,0,0,0,0,0.5833,0,0,0,0,4.572,0,0,0,0.2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr073439","Luimbale",8,1,"Topsoil",15.17505,-12.297935,"icr073439",69.7891,17.9545,3.8675,0,0,0,2.174,0,0,3.3557,0.6895,0,0,0,0,0,0,0,0,0,0,0,2.0431,0,0,0,0,0,0.1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr073440","Luimbale",8,1,"Subsoil",15.17505,-12.297935,"icr073440",66.4651,19.6651,4.5579,0,0,0,0,0,2.4663,4.925,0,0,1.9204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr073519","Luimbale",12,1,"Topsoil",15.19546833,-12.295335,"icr073519",66.856,18.1755,4.0902,1.0299,0,0,0,0,4.1576,2.3026,1.7479,0,1.6399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr073520","Luimbale",12,1,"Subsoil",15.19546833,-12.295335,"icr073520",59.0469,23.8462,4.9765,0,0,0,0,0,2.2912,3.5616,0.9712,0,2.1247,0,0,0,0,0,0,0,0,2.7984,0,0,0,0,0.3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04
"icr073558","Luimbale",14,1,"Topsoil",15.22182667,-12.32752333,"icr073558",71.4117,15.6303,4.307,0,0,0,0,0,2.9004,3.7951,0.9457,0,0,0,0,0,0,0.5132,0,0,0,0,0,0,0,0,0.3814,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr073559","Luimbale",14,1,"Subsoil",15.22182667,-12.32752333,"icr073559",48.3348,23.6175,7.0732,0.8417,0,0,0,0,7.4146,7.8762,0,0,1.6281,0,0,0,0,0.826,0,0,1.6869,0,0,0,0,0,0.4299,0,0.2707,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04
"icr073578","Luimbale",15,1,"Topsoil",15.21382333,-12.31476833,"icr073578",69.3717,16.7783,6.4816,0,0,0,0,0,1.5841,3.1005,0,0,0,0,0,0,0,0.7517,1.7644,0,0,0,0,0,0,0,0,0,0.1671,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04
"icr073579","Luimbale",15,1,"Subsoil",15.21382333,-12.31476833,"icr073579",44.7162,30.7062,6.8147,0,0,0,0,0,5.0934,8.0828,0.8923,0,2.3567,0,0,0,0,0.964,0,0,0,0,0,0,0,0,0,0,0.3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001
"icr074509","Paje",12,1,"Topsoil",26.4957,-21.7232,"icr074509",92.5989,0,0,4.1369,0,2.3974,0,0,0.8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"icr074510","Paje",12,1,"Subsoil",26.4957,-21.7232,"icr074510",91.93,0,0,3.8844,0,3.8218,0,0,0.3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr074631","Gumare",1,1,"Topsoil",22.0154,-19.4157,"icr074631",96.7132,0,0,0,0,0,0,0,0,0,3.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr074632","Gumare",1,1,"Subsoil",22.0154,-19.4157,"icr074632",96.7909,0,0,0,0,0,0,0,0,0,3.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr074691","Gumare",4,1,"Topsoil",22.0128,-19.3495,"icr074691",95.6061,0,0,0,0,3.6036,0,0,0,0,0.7906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3e-04
"icr074692","Gumare",4,1,"Subsoil",22.0128,-19.3495,"icr074692",96.8094,0,0,0,1.0283,1.6148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2e-04
"icr074731","Gumare",6,1,"Topsoil",22.039,-19.3952,"icr074731",97.9988,0,0,0,0,2.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr074732","Gumare",6,1,"Subsoil",22.039,-19.3952,"icr074732",92.8772,0,0,0,0,0,0,0,2.3477,0,4.7752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr075676","Musungwa",1,1,"Topsoil",26.093142,-15.897394,"icr075676",96.6657,2.4822,0,0,0,0,0,0,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr075677","Musungwa",1,1,"Subsoil",26.093142,-15.897394,"icr075677",91.8672,3.763,0,1.7648,0,0,0,0,1.8419,0,0.7629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr075696","Musungwa",2,1,"Topsoil",26.098539,-15.867407,"icr075696",88.9762,0,0,2.4285,0,0,0.109,0,2.7568,0,0,0,0,5.7293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr075697","Musungwa",2,1,"Subsoil",26.098539,-15.867407,"icr075697",91.5266,0,0,2.95,0,2.1646,0,0,3.3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr075756","Musungwa",5,1,"Topsoil",26.115347,-15.896971,"icr075756",94.0406,0,0,3.1054,0,0,0,0,1.3153,0,1.5386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"icr075757","Musungwa",5,1,"Subsoil",26.115347,-15.896971,"icr075757",81.7349,3.7416,1.9832,1.5758,0,3.743,0.7154,3.5478,0,0,0,2.8132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1452,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr075916","Musungwa",13,1,"Topsoil",26.166365,-15.89698167,"icr075916",71.7395,5.0839,2.647,3.8373,0,2.3501,7.3117,0,0,0,1.1149,3.5428,2.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04
"icr075917","Musungwa",13,1,"Subsoil",26.166365,-15.89698167,"icr075917",62.2181,5.6293,5.4693,4.0232,0,2.0696,2.096,4.3214,3.508,0,1.9878,4.9624,2.9464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3989,0,0.3695,0,0,0,0,0,0,0,0,0,0,0,3e-04
"icr076353","Analavory",1,5,"Topsoil",46.640183,-19.025532,"icr076347",10.1126,11.6319,2.024,20.2131,18.6533,4.8125,0,11.931,2.0698,0,1.4779,0,3.3471,4.3014,0.9124,1.6079,4.401,0.4471,0,0,0,0,0,0.7052,0,0,1.0512,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr076354","Analavory",1,5,"Subsoil",46.640183,-19.025532,"icr076348",9.7724,11.2547,0,18.9997,15.9156,5.6733,0,12.7848,2.2442,0,1.5619,0,3.0841,2.9293,0.9284,1.926,3.6729,0.647,0,0,0,0,0,0.6223,0,0,1.2203,5.3437,0.2279,0,0.6106,0.5781,0,0,0,0,0,0,0,0,0,0,0.0029
"icr076357","Analavory",1,8,"Topsoil",46.640384,-19.023296,"icr076347",10.1126,11.6319,2.024,20.2131,18.6533,4.8125,0,11.931,2.0698,0,1.4779,0,3.3471,4.3014,0.9124,1.6079,4.401,0.4471,0,0,0,0,0,0.7052,0,0,1.0512,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr076358","Analavory",1,8,"Subsoil",46.640384,-19.023296,"icr076348",9.7724,11.2547,0,18.9997,15.9156,5.6733,0,12.7848,2.2442,0,1.5619,0,3.0841,2.9293,0.9284,1.926,3.6729,0.647,0,0,0,0,0,0.6223,0,0,1.2203,5.3437,0.2279,0,0.6106,0.5781,0,0,0,0,0,0,0,0,0,0,0.0029
"icr076362","Analavory",1,11,"Topsoil",46.634228,-19.02658,"icr076347",10.1126,11.6319,2.024,20.2131,18.6533,4.8125,0,11.931,2.0698,0,1.4779,0,3.3471,4.3014,0.9124,1.6079,4.401,0.4471,0,0,0,0,0,0.7052,0,0,1.0512,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026
"icr076363","Analavory",1,11,"Subsoil",46.634228,-19.02658,"icr076348",9.7724,11.2547,0,18.9997,15.9156,5.6733,0,12.7848,2.2442,0,1.5619,0,3.0841,2.9293,0.9284,1.926,3.6729,0.647,0,0,0,0,0,0.6223,0,0,1.2203,5.3437,0.2279,0,0.6106,0.5781,0,0,0,0,0,0,0,0,0,0,0.0029
"icr076374","Analavory",2,6,"Topsoil",46.629493,-19.003005,"icr076364",15.8017,5.8009,9.9647,8.5511,8.7138,7.3624,0,18.1032,2.8157,0.6998,7.0867,3.757,2.245,0,2.6642,2.0427,1.6635,0,0,0,0,0,0,2.079,0,0,0.236,0,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046
"icr076375","Analavory",2,6,"Subsoil",46.629493,-19.003005,"icr076365",17.8198,10.0208,9.7557,11.1035,7.4775,5.7884,0,14.6355,3.4917,1.8897,4.6185,2.5782,2.1449,0,2.3018,1.6402,1.8919,0.7384,0,0,0,0,0,1.7803,0,0,0,0,0.3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041
"icr076386","Analavory",3,2,"Topsoil",46.634883,-18.980252,"icr076384",8.5648,11.8385,12.4325,5.065,5.0698,4.1507,0,23.3752,3.3293,0.6542,4.4101,5.095,0,0,4.6449,2.7807,2.0414,0,0,0,0,0,0,3.6227,0.9374,0,0,0,0.3648,0,0,0,0,0,1.6164,0,0,0,0,0,0,0,0.0066
"icr076387","Analavory",3,2,"Subsoil",46.634883,-18.980252,"icr076385",7.8091,9.2053,11.3953,3.756,3.7974,7.5733,0,27.1353,0,0.7017,2.3197,8.6496,0,0,5.4662,3.1113,2.0461,0,0,0,0,0,0,2.84,1.4789,0,0,0,0.3024,0,0,0,0,0,2.4046,0,0,0,0,0,0,0,0.0076
"icr076406","Analavory",4,2,"Topsoil",46.639697,-18.95421,"icr076404",14.6686,19.6324,10.5623,7.7384,4.8418,1.3394,0,13.4113,4.395,0.7983,4.1483,3.5171,3.5083,0,2.706,1.8818,0.7245,0.4391,0,0,2.0236,0,0,2.1182,0.5834,0,0,0,0.3162,0,0,0,0,0,0.6417,0,0,0,0,0,0,0,0.0044
"icr076407","Analavory",4,2,"Subsoil",46.639697,-18.95421,"icr076405",18.3763,23.4305,10.6652,5.7004,3.8096,0,2.2495,10.5967,2.8917,0.7768,5.6139,2.3969,3.4765,0,2.9709,1.8328,1.0384,0.3913,0,0,1.2228,0,0,1.5311,0,0,0,0,0.3233,0,0,0,0,0,0.7023,0,0,0,0,0,0,0,0.0033
"icr076418","Analavory",4,8,"Topsoil",46.63595,-18.962023,"icr076404",14.6686,19.6324,10.5623,7.7384,4.8418,1.3394,0,13.4113,4.395,0.7983,4.1483,3.5171,3.5083,0,2.706,1.8818,0.7245,0.4391,0,0,2.0236,0,0,2.1182,0.5834,0,0,0,0.3162,0,0,0,0,0,0.6417,0,0,0,0,0,0,0,0.0044
"icr076419","Analavory",4,8,"Subsoil",46.63595,-18.962023,"icr076405",18.3763,23.4305,10.6652,5.7004,3.8096,0,2.2495,10.5967,2.8917,0.7768,5.6139,2.3969,3.4765,0,2.9709,1.8328,1.0384,0.3913,0,0,1.2228,0,0,1.5311,0,0,0,0,0.3233,0,0,0,0,0,0.7023,0,0,0,0,0,0,0,0.0033
"icr076422","Analavory",4,10,"Topsoil",46.632403,-18.957634,"icr076404",14.6686,19.6324,10.5623,7.7384,4.8418,1.3394,0,13.4113,4.395,0.7983,4.1483,3.5171,3.5083,0,2.706,1.8818,0.7245,0.4391,0,0,2.0236,0,0,2.1182,0.5834,0,0,0,0.3162,0,0,0,0,0,0.6417,0,0,0,0,0,0,0,0.0044
"icr076423","Analavory",4,10,"Subsoil",46.632403,-18.957634,"icr076405",18.3763,23.4305,10.6652,5.7004,3.8096,0,2.2495,10.5967,2.8917,0.7768,5.6139,2.3969,3.4765,0,2.9709,1.8328,1.0384,0.3913,0,0,1.2228,0,0,1.5311,0,0,0,0,0.3233,0,0,0,0,0,0.7023,0,0,0,0,0,0,0,0.0033
"icr076446","Analavory",6,2,"Topsoil",46.65776,-19.001199,"icr076444",11.3901,6.3685,11.0956,5.9519,6.8973,4.2483,0,13.4447,0,3.3687,0,9.2162,1.7398,0,7.7437,3.1826,5.6781,0,0,0,0,0,0,4.894,1.6573,0,0,0,0.2401,0,0,0.6584,0,0,1.888,0,0,0,0,0,0,0.3298,0.0069
"icr076447","Analavory",6,2,"Subsoil",46.65776,-19.001199,"icr076445",14.1147,3.7275,11.7249,6.9311,4.2205,3.1213,11.0697,8.9509,2.2556,5.7856,1.621,6.5897,0,0,6.049,2.9376,2.8836,0,0,0,0,0,0,3.6683,1.844,0,0,0,0.2331,0,0,0.6584,0,0,1.6087,0,0,0,0,0,0,0,0.0051
"icr076460","Analavory",6,9,"Topsoil",46.660293,-18.999384,"icr076444",11.3901,6.3685,11.0956,5.9519,6.8973,4.2483,0,13.4447,0,3.3687,0,9.2162,1.7398,0,7.7437,3.1826,5.6781,0,0,0,0,0,0,4.894,1.6573,0,0,0,0.2401,0,0,0.6584,0,0,1.888,0,0,0,0,0,0,0.3298,0.0069
"icr076461","Analavory",6,9,"Subsoil",46.660293,-18.999384,"icr076445",14.1147,3.7275,11.7249,6.9311,4.2205,3.1213,11.0697,8.9509,2.2556,5.7856,1.621,6.5897,0,0,6.049,2.9376,2.8836,0,0,0,0,0,0,3.6683,1.844,0,0,0,0.2331,0,0,0.6584,0,0,1.6087,0,0,0,0,0,0,0,0.0051
"icr076480","Analavory",7,9,"Topsoil",46.660746,-18.97778,"icr076464",15.1719,2.9581,12.2536,6.7728,3.8306,3.3906,11.4106,9.9532,0,5.5628,2.3737,6.8049,0,0,5.6801,2.6868,3.436,0,0,0,0,0,0,3.8257,1.3828,0,0,0,0.2162,0,0,0.5162,0,0,1.4854,0,0,0,0,0,0,0.2833,0.0049
"icr076481","Analavory",7,9,"Subsoil",46.660746,-18.97778,"icr076465",10.4946,4.8717,11.6118,5.4293,4.2736,5.0697,14.4475,10.4883,0,5.9041,3.5471,4.8339,0,0,5.3941,2.6334,3.6531,0,0,0,0,0,0,3.5047,1.5011,0,0,0,0.2599,0,0,0,0,0,1.6223,0,0,0,0,0,0,0.4546,0.0053
"icr076494","Analavory",8,6,"Topsoil",46.652397,-18.958693,"icr076484",4.7371,12.4044,11.2456,6.7476,3.5245,4.6006,7.4253,16.8267,4.9509,0.5785,3.6984,4.7718,0,0,5.048,2.8431,2.2583,0,0,0,0,0,0,3.77,1.6112,0,0,0,0.3352,0,0,0.653,0,0,1.7262,0,0,0,0,0,0,0.2379,0.0058
"icr076495","Analavory",8,6,"Subsoil",46.652397,-18.958693,"icr076485",2.8642,12.3689,10.1516,5.0038,3.0167,3.8326,8.2946,18.9082,6.3508,0.6241,6.6306,4.9098,0,0,5.0514,1.9747,2.34,0,0,0,0,0,0,2.6749,1.9363,0.5134,0,0,0.232,0,0.5856,0,0,0,1.3198,0,0,0,0,0,0,0.4113,0.0049
"icr076508","Analavory",9,4,"Topsoil",46.676483,-19.020066,"icr076502",6.5979,8.0955,8.3214,7.779,8.6252,9.1949,0,15.384,0.1222,1.13,6.2415,6.6022,2.3667,0,6.1854,3.1525,3.24,0,0,0,0,0,0,3.4929,1.1034,0,0.3127,0,0.3966,0,0,0,0,0,1.6489,0,0,0,0,0,0,0,0.0071
"icr076509","Analavory",9,4,"Subsoil",46.676483,-19.020066,"icr076503",6.2626,4.0639,7.6467,5.8329,10.7596,10.675,0,17.2667,0,0.9165,5.8455,7.6079,2.3878,0,6.2561,3.1619,3.3223,0,0,0,0,0,0,3.3463,1.3789,0,0,0,0.2969,1.3051,0,0,0,0,1.66,0,0,0,0,0,0,0,0.0073
"icr076518","Analavory",9,9,"Topsoil",46.679666,-19.017739,"icr076502",6.5979,8.0955,8.3214,7.779,8.6252,9.1949,0,15.384,0.1222,1.13,6.2415,6.6022,2.3667,0,6.1854,3.1525,3.24,0,0,0,0,0,0,3.4929,1.1034,0,0.3127,0,0.3966,0,0,0,0,0,1.6489,0,0,0,0,0,0,0,0.0071
"icr076519","Analavory",9,9,"Subsoil",46.679666,-19.017739,"icr076503",6.2626,4.0639,7.6467,5.8329,10.7596,10.675,0,17.2667,0,0.9165,5.8455,7.6079,2.3878,0,6.2561,3.1619,3.3223,0,0,0,0,0,0,3.3463,1.3789,0,0,0,0.2969,1.3051,0,0,0,0,1.66,0,0,0,0,0,0,0,0.0073
"icr076527","Analavory",10,5,"Topsoil",46.678734,-19.006775,"icr076522",8.8077,0,0,25.6368,10.5783,5.4756,9.7607,4.1713,0,12.7023,2.3366,0,3.092,0,1.5741,2.174,2.9869,0,0,0,2.4008,0,0,1.3261,0,0,3.0122,0,0,1.9871,0,0,0.8599,0,1.114,0,0,0,0,0,0,0,0.0034
"icr076528","Analavory",10,5,"Subsoil",46.678734,-19.006775,"icr076523",7.8535,0,2.2876,25.7653,5.5696,4.5243,0.9155,0,0,22.9994,0,4.0059,4.3269,0,2.1874,1.6876,2.5831,0,0,2.0479,3.1269,0,0,2.2962,0,0,3.4618,0,0,2.207,0,0.639,0.5274,0,0.9835,0,0,0,0,0,0,0,0.0042
